"","V1","V2"
"7862",97585,-29725
"7863",97595,-29725
"7864",97605,-29725
"7865",97615,-29725
"7866",97625,-29725
"7867",97635,-29725
"7868",97645,-29725
"7869",97655,-29725
"7870",97665,-29725
"7871",97675,-29725
"7872",97685,-29725
"7873",97695,-29725
"7874",97705,-29725
"7875",97715,-29725
"7876",97725,-29725
"7877",97735,-29725
"7878",97745,-29725
"7879",97755,-29725
"7880",97765,-29725
"7881",97775,-29725
"7882",97785,-29725
"7883",97795,-29725
"7884",97805,-29725
"7885",97815,-29725
"7886",97825,-29725
"7887",97835,-29725
"7888",97845,-29725
"7889",97855,-29725
"7890",97865,-29725
"7891",97875,-29725
"7892",97885,-29725
"7893",97895,-29725
"7894",97905,-29725
"7895",97915,-29725
"7896",97925,-29725
"7897",97935,-29725
"7898",97945,-29725
"7899",97955,-29725
"7900",97965,-29725
"7901",97975,-29725
"7902",97985,-29725
"7903",97995,-29725
"7904",98005,-29725
"7905",98015,-29725
"7906",98025,-29725
"7907",98035,-29725
"7908",98045,-29725
"7909",98055,-29725
"7910",98065,-29725
"7911",98075,-29725
"7912",98085,-29725
"7913",98095,-29725
"7914",98105,-29725
"7915",98115,-29725
"7916",98125,-29725
"7917",98135,-29725
"7918",98145,-29725
"7919",96015,-29715
"7920",96025,-29715
"7921",96035,-29715
"7922",96045,-29715
"7923",96055,-29715
"7924",96065,-29715
"7925",96075,-29715
"7926",96085,-29715
"7927",96095,-29715
"7928",96105,-29715
"7929",96115,-29715
"7930",96125,-29715
"7931",96135,-29715
"7932",96145,-29715
"7933",96155,-29715
"7934",96165,-29715
"7935",96175,-29715
"7936",96185,-29715
"7937",96195,-29715
"7938",96205,-29715
"7939",96215,-29715
"7940",96225,-29715
"7941",96235,-29715
"7942",96245,-29715
"7943",96255,-29715
"7944",96265,-29715
"7945",96275,-29715
"7946",96285,-29715
"7947",96295,-29715
"7948",96305,-29715
"7949",96315,-29715
"7950",96325,-29715
"7951",96335,-29715
"7952",96345,-29715
"7953",96355,-29715
"7954",96365,-29715
"7955",96375,-29715
"7956",96385,-29715
"7957",96395,-29715
"7958",96405,-29715
"7959",96415,-29715
"7960",96425,-29715
"7961",96435,-29715
"7962",96445,-29715
"7963",96455,-29715
"7964",96465,-29715
"7965",96475,-29715
"7966",96485,-29715
"7967",96495,-29715
"7968",96505,-29715
"7969",96515,-29715
"7970",96525,-29715
"7971",96535,-29715
"7972",96545,-29715
"7973",96555,-29715
"7974",96565,-29715
"7975",96575,-29715
"7976",96585,-29715
"7977",96595,-29715
"7978",96605,-29715
"7979",96615,-29715
"7980",96625,-29715
"7981",96635,-29715
"7982",96645,-29715
"7983",96655,-29715
"7984",96665,-29715
"7985",96675,-29715
"7986",96685,-29715
"7987",96695,-29715
"7988",96705,-29715
"7989",96715,-29715
"7990",96725,-29715
"7991",96735,-29715
"7992",96745,-29715
"7993",96755,-29715
"7994",96765,-29715
"7995",96775,-29715
"7996",96785,-29715
"7997",96795,-29715
"7998",96805,-29715
"7999",96815,-29715
"8000",96825,-29715
"8001",96835,-29715
"8002",96845,-29715
"8003",96855,-29715
"8004",96865,-29715
"8005",96875,-29715
"8006",96885,-29715
"8007",96895,-29715
"8008",96905,-29715
"8009",96915,-29715
"8010",96925,-29715
"8011",96935,-29715
"8012",96945,-29715
"8013",96955,-29715
"8014",96965,-29715
"8015",96975,-29715
"8016",96985,-29715
"8017",96995,-29715
"8018",97005,-29715
"8019",97015,-29715
"8020",97025,-29715
"8021",97035,-29715
"8022",97045,-29715
"8023",97055,-29715
"8024",97065,-29715
"8025",97075,-29715
"8026",97085,-29715
"8027",97095,-29715
"8028",97105,-29715
"8029",97115,-29715
"8030",97125,-29715
"8031",97135,-29715
"8032",97145,-29715
"8033",97155,-29715
"8034",97165,-29715
"8035",97175,-29715
"8036",97185,-29715
"8037",97195,-29715
"8038",97205,-29715
"8039",97215,-29715
"8040",97225,-29715
"8041",97235,-29715
"8042",97245,-29715
"8043",97255,-29715
"8044",97265,-29715
"8045",97275,-29715
"8046",97285,-29715
"8047",97295,-29715
"8048",97305,-29715
"8049",97315,-29715
"8050",97325,-29715
"8051",97335,-29715
"8052",97345,-29715
"8053",97355,-29715
"8054",97365,-29715
"8055",97375,-29715
"8056",97385,-29715
"8057",97395,-29715
"8058",97405,-29715
"8059",97415,-29715
"8060",97425,-29715
"8061",97435,-29715
"8062",97445,-29715
"8063",97455,-29715
"8064",97465,-29715
"8065",97475,-29715
"8066",97485,-29715
"8067",97495,-29715
"8068",97505,-29715
"8069",97515,-29715
"8070",97525,-29715
"8071",97535,-29715
"8072",97545,-29715
"8073",97555,-29715
"8074",97565,-29715
"8075",97575,-29715
"8076",97585,-29715
"8077",97595,-29715
"8078",97605,-29715
"8079",97615,-29715
"8080",97625,-29715
"8081",97635,-29715
"8082",97645,-29715
"8083",97655,-29715
"8084",97665,-29715
"8085",97675,-29715
"8086",97685,-29715
"8087",97695,-29715
"8088",97705,-29715
"8089",97715,-29715
"8090",97725,-29715
"8091",97735,-29715
"8092",97745,-29715
"8093",97755,-29715
"8094",97765,-29715
"8095",97775,-29715
"8096",97785,-29715
"8097",97795,-29715
"8098",97805,-29715
"8099",97815,-29715
"8100",97825,-29715
"8101",97835,-29715
"8102",97845,-29715
"8103",97855,-29715
"8104",97865,-29715
"8105",97875,-29715
"8106",97885,-29715
"8107",97895,-29715
"8108",97905,-29715
"8109",97915,-29715
"8110",97925,-29715
"8111",97935,-29715
"8112",97945,-29715
"8113",97955,-29715
"8114",97965,-29715
"8115",97975,-29715
"8116",97985,-29715
"8117",97995,-29715
"8118",98005,-29715
"8119",98015,-29715
"8120",98025,-29715
"8121",98035,-29715
"8122",98045,-29715
"8123",98055,-29715
"8124",98065,-29715
"8125",98075,-29715
"8126",98085,-29715
"8127",98095,-29715
"8128",98105,-29715
"8129",98115,-29715
"8130",98125,-29715
"8131",98135,-29715
"8132",98145,-29715
"8133",96015,-29705
"8134",96025,-29705
"8135",96035,-29705
"8136",96045,-29705
"8137",96055,-29705
"8138",96065,-29705
"8139",96075,-29705
"8140",96085,-29705
"8141",96095,-29705
"8142",96105,-29705
"8143",96115,-29705
"8144",96125,-29705
"8145",96135,-29705
"8146",96145,-29705
"8147",96155,-29705
"8148",96165,-29705
"8149",96175,-29705
"8150",96185,-29705
"8151",96195,-29705
"8152",96205,-29705
"8153",96215,-29705
"8154",96225,-29705
"8155",96235,-29705
"8156",96245,-29705
"8157",96255,-29705
"8158",96265,-29705
"8159",96275,-29705
"8160",96285,-29705
"8161",96295,-29705
"8162",96305,-29705
"8163",96315,-29705
"8164",96325,-29705
"8165",96335,-29705
"8166",96345,-29705
"8167",96355,-29705
"8168",96365,-29705
"8169",96375,-29705
"8170",96385,-29705
"8171",96395,-29705
"8172",96405,-29705
"8173",96415,-29705
"8174",96425,-29705
"8175",96435,-29705
"8176",96445,-29705
"8177",96455,-29705
"8178",96465,-29705
"8179",96475,-29705
"8180",96485,-29705
"8181",96495,-29705
"8182",96505,-29705
"8183",96515,-29705
"8184",96525,-29705
"8185",96535,-29705
"8186",96545,-29705
"8187",96555,-29705
"8188",96565,-29705
"8189",96575,-29705
"8190",96585,-29705
"8191",96595,-29705
"8192",96605,-29705
"8193",96615,-29705
"8194",96625,-29705
"8195",96635,-29705
"8196",96645,-29705
"8197",96655,-29705
"8198",96665,-29705
"8199",96675,-29705
"8200",96685,-29705
"8201",96695,-29705
"8202",96705,-29705
"8203",96715,-29705
"8204",96725,-29705
"8205",96735,-29705
"8206",96745,-29705
"8207",96755,-29705
"8208",96765,-29705
"8209",96775,-29705
"8210",96785,-29705
"8211",96795,-29705
"8212",96805,-29705
"8213",96815,-29705
"8214",96825,-29705
"8215",96835,-29705
"8216",96845,-29705
"8217",96855,-29705
"8218",96865,-29705
"8219",96875,-29705
"8220",96885,-29705
"8221",96895,-29705
"8222",96905,-29705
"8223",96915,-29705
"8224",96925,-29705
"8225",96935,-29705
"8226",96945,-29705
"8227",96955,-29705
"8228",96965,-29705
"8229",96975,-29705
"8230",96985,-29705
"8231",96995,-29705
"8232",97005,-29705
"8233",97015,-29705
"8234",97025,-29705
"8235",97035,-29705
"8236",97045,-29705
"8237",97055,-29705
"8238",97065,-29705
"8239",97075,-29705
"8240",97085,-29705
"8241",97095,-29705
"8242",97105,-29705
"8243",97115,-29705
"8244",97125,-29705
"8245",97135,-29705
"8246",97145,-29705
"8247",97155,-29705
"8248",97165,-29705
"8249",97175,-29705
"8250",97185,-29705
"8251",97195,-29705
"8252",97205,-29705
"8253",97215,-29705
"8254",97225,-29705
"8255",97235,-29705
"8256",97245,-29705
"8257",97255,-29705
"8258",97265,-29705
"8259",97275,-29705
"8260",97285,-29705
"8261",97295,-29705
"8262",97305,-29705
"8263",97315,-29705
"8264",97325,-29705
"8265",97335,-29705
"8266",97345,-29705
"8267",97355,-29705
"8268",97365,-29705
"8269",97375,-29705
"8270",97385,-29705
"8271",97395,-29705
"8272",97405,-29705
"8273",97415,-29705
"8274",97425,-29705
"8275",97435,-29705
"8276",97445,-29705
"8277",97455,-29705
"8278",97465,-29705
"8279",97475,-29705
"8280",97485,-29705
"8281",97495,-29705
"8282",97505,-29705
"8283",97515,-29705
"8284",97525,-29705
"8285",97535,-29705
"8286",97545,-29705
"8287",97555,-29705
"8288",97565,-29705
"8289",97575,-29705
"8290",97585,-29705
"8291",97595,-29705
"8292",97605,-29705
"8293",97615,-29705
"8294",97625,-29705
"8295",97635,-29705
"8296",97645,-29705
"8297",97655,-29705
"8298",97665,-29705
"8299",97675,-29705
"8300",97685,-29705
"8301",97695,-29705
"8302",97705,-29705
"8303",97715,-29705
"8304",97725,-29705
"8305",97735,-29705
"8306",97745,-29705
"8307",97755,-29705
"8308",97765,-29705
"8309",97775,-29705
"8310",97785,-29705
"8311",97795,-29705
"8312",97805,-29705
"8313",97815,-29705
"8314",97825,-29705
"8315",97835,-29705
"8316",97845,-29705
"8317",97855,-29705
"8318",97865,-29705
"8319",97875,-29705
"8320",97885,-29705
"8321",97895,-29705
"8322",97905,-29705
"8323",97915,-29705
"8324",97925,-29705
"8325",97935,-29705
"8326",97945,-29705
"8327",97955,-29705
"8328",97965,-29705
"8329",97975,-29705
"8330",97985,-29705
"8331",97995,-29705
"8332",98005,-29705
"8333",98015,-29705
"8334",98025,-29705
"8335",98035,-29705
"8336",98045,-29705
"8337",98055,-29705
"8338",98065,-29705
"8339",98075,-29705
"8340",98085,-29705
"8341",98095,-29705
"8342",98105,-29705
"8343",98115,-29705
"8344",98125,-29705
"8345",98135,-29705
"8346",98145,-29705
"8347",96015,-29695
"8348",96025,-29695
"8349",96035,-29695
"8350",96045,-29695
"8351",96055,-29695
"8352",96065,-29695
"8353",96075,-29695
"8354",96085,-29695
"8355",96095,-29695
"8356",96105,-29695
"8357",96115,-29695
"8358",96125,-29695
"8359",96135,-29695
"8360",96145,-29695
"8361",96155,-29695
"8362",96165,-29695
"8363",96175,-29695
"8364",96185,-29695
"8365",96195,-29695
"8366",96205,-29695
"8367",96215,-29695
"8368",96225,-29695
"8369",96235,-29695
"8370",96245,-29695
"8371",96255,-29695
"8372",96265,-29695
"8373",96275,-29695
"8374",96285,-29695
"8375",96295,-29695
"8376",96305,-29695
"8377",96315,-29695
"8378",96325,-29695
"8379",96335,-29695
"8380",96345,-29695
"8381",96355,-29695
"8382",96365,-29695
"8383",96375,-29695
"8384",96385,-29695
"8385",96395,-29695
"8386",96405,-29695
"8387",96415,-29695
"8388",96425,-29695
"8389",96435,-29695
"8390",96445,-29695
"8391",96455,-29695
"8392",96465,-29695
"8393",96475,-29695
"8394",96485,-29695
"8395",96495,-29695
"8396",96505,-29695
"8397",96515,-29695
"8398",96525,-29695
"8399",96535,-29695
"8400",96545,-29695
"8401",96555,-29695
"8402",96565,-29695
"8403",96575,-29695
"8404",96585,-29695
"8405",96595,-29695
"8406",96605,-29695
"8407",96615,-29695
"8408",96625,-29695
"8409",96635,-29695
"8410",96645,-29695
"8411",96655,-29695
"8412",96665,-29695
"8413",96675,-29695
"8414",96685,-29695
"8415",96695,-29695
"8416",96705,-29695
"8417",96715,-29695
"8418",96725,-29695
"8419",96735,-29695
"8420",96745,-29695
"8421",96755,-29695
"8422",96765,-29695
"8423",96775,-29695
"8424",96785,-29695
"8425",96795,-29695
"8426",96805,-29695
"8427",96815,-29695
"8428",96825,-29695
"8429",96835,-29695
"8430",96845,-29695
"8431",96855,-29695
"8432",96865,-29695
"8433",96875,-29695
"8434",96885,-29695
"8435",96895,-29695
"8436",96905,-29695
"8437",96915,-29695
"8438",96925,-29695
"8439",96935,-29695
"8440",96945,-29695
"8441",96955,-29695
"8442",96965,-29695
"8443",96975,-29695
"8444",96985,-29695
"8445",96995,-29695
"8446",97005,-29695
"8447",97015,-29695
"8448",97025,-29695
"8449",97035,-29695
"8450",97045,-29695
"8451",97055,-29695
"8452",97065,-29695
"8453",97075,-29695
"8454",97085,-29695
"8455",97095,-29695
"8456",97105,-29695
"8457",97115,-29695
"8458",97125,-29695
"8459",97135,-29695
"8460",97145,-29695
"8461",97155,-29695
"8462",97165,-29695
"8463",97175,-29695
"8464",97185,-29695
"8465",97195,-29695
"8466",97205,-29695
"8467",97215,-29695
"8468",97225,-29695
"8469",97235,-29695
"8470",97245,-29695
"8471",97255,-29695
"8472",97265,-29695
"8473",97275,-29695
"8474",97285,-29695
"8475",97295,-29695
"8476",97305,-29695
"8477",97315,-29695
"8478",97325,-29695
"8479",97335,-29695
"8480",97345,-29695
"8481",97355,-29695
"8482",97365,-29695
"8483",97375,-29695
"8484",97385,-29695
"8485",97395,-29695
"8486",97405,-29695
"8487",97415,-29695
"8488",97425,-29695
"8489",97435,-29695
"8490",97445,-29695
"8491",97455,-29695
"8492",97465,-29695
"8493",97475,-29695
"8494",97485,-29695
"8495",97495,-29695
"8496",97505,-29695
"8497",97515,-29695
"8498",97525,-29695
"8499",97535,-29695
"8500",97545,-29695
"8501",97555,-29695
"8502",97565,-29695
"8503",97575,-29695
"8504",97585,-29695
"8505",97595,-29695
"8506",97605,-29695
"8507",97615,-29695
"8508",97625,-29695
"8509",97635,-29695
"8510",97645,-29695
"8511",97655,-29695
"8512",97665,-29695
"8513",97675,-29695
"8514",97685,-29695
"8515",97695,-29695
"8516",97705,-29695
"8517",97715,-29695
"8518",97725,-29695
"8519",97735,-29695
"8520",97745,-29695
"8521",97755,-29695
"8522",97765,-29695
"8523",97775,-29695
"8524",97785,-29695
"8525",97795,-29695
"8526",97805,-29695
"8527",97815,-29695
"8528",97825,-29695
"8529",97835,-29695
"8530",97845,-29695
"8531",97855,-29695
"8532",97865,-29695
"8533",97875,-29695
"8534",97885,-29695
"8535",97895,-29695
"8536",97905,-29695
"8537",97915,-29695
"8538",97925,-29695
"8539",97935,-29695
"8540",97945,-29695
"8541",97955,-29695
"8542",97965,-29695
"8543",97975,-29695
"8544",97985,-29695
"8545",97995,-29695
"8546",98005,-29695
"8547",98015,-29695
"8548",98025,-29695
"8549",98035,-29695
"8550",98045,-29695
"8551",98055,-29695
"8552",98065,-29695
"8553",98075,-29695
"8554",98085,-29695
"8555",98095,-29695
"8556",98105,-29695
"8557",98115,-29695
"8558",98125,-29695
"8559",98135,-29695
"8560",98145,-29695
"8561",96015,-29685
"8562",96025,-29685
"8563",96035,-29685
"8564",96045,-29685
"8565",96055,-29685
"8566",96065,-29685
"8567",96075,-29685
"8568",96085,-29685
"8569",96095,-29685
"8570",96105,-29685
"8571",96115,-29685
"8572",96125,-29685
"8573",96135,-29685
"8574",96145,-29685
"8575",96155,-29685
"8576",96165,-29685
"8577",96175,-29685
"8578",96185,-29685
"8579",96195,-29685
"8580",96205,-29685
"8581",96215,-29685
"8582",96225,-29685
"8583",96235,-29685
"8584",96245,-29685
"8585",96255,-29685
"8586",96265,-29685
"8587",96275,-29685
"8588",96285,-29685
"8589",96295,-29685
"8590",96305,-29685
"8591",96315,-29685
"8592",96325,-29685
"8593",96335,-29685
"8594",96345,-29685
"8595",96355,-29685
"8596",96365,-29685
"8597",96375,-29685
"8598",96385,-29685
"8599",96395,-29685
"8600",96405,-29685
"8601",96415,-29685
"8602",96425,-29685
"8603",96435,-29685
"8604",96445,-29685
"8605",96455,-29685
"8606",96465,-29685
"8607",96475,-29685
"8608",96485,-29685
"8609",96495,-29685
"8610",96505,-29685
"8611",96515,-29685
"8612",96525,-29685
"8613",96535,-29685
"8614",96545,-29685
"8615",96555,-29685
"8616",96565,-29685
"8617",96575,-29685
"8618",96585,-29685
"8619",96595,-29685
"8620",96605,-29685
"8621",96615,-29685
"8622",96625,-29685
"8623",96635,-29685
"8624",96645,-29685
"8625",96655,-29685
"8626",96665,-29685
"8627",96675,-29685
"8628",96685,-29685
"8629",96695,-29685
"8630",96705,-29685
"8631",96715,-29685
"8632",96725,-29685
"8633",96735,-29685
"8634",96745,-29685
"8635",96755,-29685
"8636",96765,-29685
"8637",96775,-29685
"8638",96785,-29685
"8639",96795,-29685
"8640",96805,-29685
"8641",96815,-29685
"8642",96825,-29685
"8643",96835,-29685
"8644",96845,-29685
"8645",96855,-29685
"8646",96865,-29685
"8647",96875,-29685
"8648",96885,-29685
"8649",96895,-29685
"8650",96905,-29685
"8651",96915,-29685
"8652",96925,-29685
"8653",96935,-29685
"8654",96945,-29685
"8655",96955,-29685
"8656",96965,-29685
"8657",96975,-29685
"8658",96985,-29685
"8659",96995,-29685
"8660",97005,-29685
"8661",97015,-29685
"8662",97025,-29685
"8663",97035,-29685
"8664",97045,-29685
"8665",97055,-29685
"8666",97065,-29685
"8667",97075,-29685
"8668",97085,-29685
"8669",97095,-29685
"8670",97105,-29685
"8671",97115,-29685
"8672",97125,-29685
"8673",97135,-29685
"8674",97145,-29685
"8675",97155,-29685
"8676",97165,-29685
"8677",97175,-29685
"8678",97185,-29685
"8679",97195,-29685
"8680",97205,-29685
"8681",97215,-29685
"8682",97225,-29685
"8683",97235,-29685
"8684",97245,-29685
"8685",97255,-29685
"8686",97265,-29685
"8687",97275,-29685
"8688",97285,-29685
"8689",97295,-29685
"8690",97305,-29685
"8691",97315,-29685
"8692",97325,-29685
"8693",97335,-29685
"8694",97345,-29685
"8695",97355,-29685
"8696",97365,-29685
"8697",97375,-29685
"8698",97385,-29685
"8699",97395,-29685
"8700",97405,-29685
"8701",97415,-29685
"8702",97425,-29685
"8703",97435,-29685
"8704",97445,-29685
"8705",97455,-29685
"8706",97465,-29685
"8707",97475,-29685
"8708",97485,-29685
"8709",97495,-29685
"8710",97505,-29685
"8711",97515,-29685
"8712",97525,-29685
"8713",97535,-29685
"8714",97545,-29685
"8715",97555,-29685
"8716",97565,-29685
"8717",97575,-29685
"8718",97585,-29685
"8719",97595,-29685
"8720",97605,-29685
"8721",97615,-29685
"8722",97625,-29685
"8723",97635,-29685
"8724",97645,-29685
"8725",97655,-29685
"8726",97665,-29685
"8727",97675,-29685
"8728",97685,-29685
"8729",97695,-29685
"8730",97705,-29685
"8731",97715,-29685
"8732",97725,-29685
"8733",97735,-29685
"8734",97745,-29685
"8735",97755,-29685
"8736",97765,-29685
"8737",97775,-29685
"8738",97785,-29685
"8739",97795,-29685
"8740",97805,-29685
"8741",97815,-29685
"8742",97825,-29685
"8743",97835,-29685
"8744",97845,-29685
"8745",97855,-29685
"8746",97865,-29685
"8747",97875,-29685
"8748",97885,-29685
"8749",97895,-29685
"8750",97905,-29685
"8751",97915,-29685
"8752",97925,-29685
"8753",97935,-29685
"8754",97945,-29685
"8755",97955,-29685
"8756",97965,-29685
"8757",97975,-29685
"8758",97985,-29685
"8759",97995,-29685
"8760",98005,-29685
"8761",98015,-29685
"8762",98025,-29685
"8763",98035,-29685
"8764",98045,-29685
"8765",98055,-29685
"8766",98065,-29685
"8767",98075,-29685
"8768",98085,-29685
"8769",98095,-29685
"8770",98105,-29685
"8771",98115,-29685
"8772",98125,-29685
"8773",98135,-29685
"8774",98145,-29685
"8775",96015,-29675
"8776",96025,-29675
"8777",96035,-29675
"8778",96045,-29675
"8779",96055,-29675
"8780",96065,-29675
"8781",96075,-29675
"8782",96085,-29675
"8783",96095,-29675
"8784",96105,-29675
"8785",96115,-29675
"8786",96125,-29675
"8787",96135,-29675
"8788",96145,-29675
"8789",96155,-29675
"8790",96165,-29675
"8791",96175,-29675
"8792",96185,-29675
"8793",96195,-29675
"8794",96205,-29675
"8795",96215,-29675
"8796",96225,-29675
"8797",96235,-29675
"8798",96245,-29675
"8799",96255,-29675
"8800",96265,-29675
"8801",96275,-29675
"8802",96285,-29675
"8803",96295,-29675
"8804",96305,-29675
"8805",96315,-29675
"8806",96325,-29675
"8807",96335,-29675
"8808",96345,-29675
"8809",96355,-29675
"8810",96365,-29675
"8811",96375,-29675
"8812",96385,-29675
"8813",96395,-29675
"8814",96405,-29675
"8815",96415,-29675
"8816",96425,-29675
"8817",96435,-29675
"8818",96445,-29675
"8819",96455,-29675
"8820",96465,-29675
"8821",96475,-29675
"8822",96485,-29675
"8823",96495,-29675
"8824",96505,-29675
"8825",96515,-29675
"8826",96525,-29675
"8827",96535,-29675
"8828",96545,-29675
"8829",96555,-29675
"8830",96565,-29675
"8831",96575,-29675
"8832",96585,-29675
"8833",96595,-29675
"8834",96605,-29675
"8835",96615,-29675
"8836",96625,-29675
"8837",96635,-29675
"8838",96645,-29675
"8839",96655,-29675
"8840",96665,-29675
"8841",96675,-29675
"8842",96685,-29675
"8843",96695,-29675
"8844",96705,-29675
"8845",96715,-29675
"8846",96725,-29675
"8847",96735,-29675
"8848",96745,-29675
"8849",96755,-29675
"8850",96765,-29675
"8851",96775,-29675
"8852",96785,-29675
"8853",96795,-29675
"8854",96805,-29675
"8855",96815,-29675
"8856",96825,-29675
"8857",96835,-29675
"8858",96845,-29675
"8859",96855,-29675
"8860",96865,-29675
"8861",96875,-29675
"8862",96885,-29675
"8863",96895,-29675
"8864",96905,-29675
"8865",96915,-29675
"8866",96925,-29675
"8867",96935,-29675
"8868",96945,-29675
"8869",96955,-29675
"8870",96965,-29675
"8871",96975,-29675
"8872",96985,-29675
"8873",96995,-29675
"8874",97005,-29675
"8875",97015,-29675
"8876",97025,-29675
"8877",97035,-29675
"8878",97045,-29675
"8879",97055,-29675
"8880",97065,-29675
"8881",97075,-29675
"8882",97085,-29675
"8883",97095,-29675
"8884",97105,-29675
"8885",97115,-29675
"8886",97125,-29675
"8887",97135,-29675
"8888",97145,-29675
"8889",97155,-29675
"8890",97165,-29675
"8891",97175,-29675
"8892",97185,-29675
"8893",97195,-29675
"8894",97205,-29675
"8895",97215,-29675
"8896",97225,-29675
"8897",97235,-29675
"8898",97245,-29675
"8899",97255,-29675
"8900",97265,-29675
"8901",97275,-29675
"8902",97285,-29675
"8903",97295,-29675
"8904",97305,-29675
"8905",97315,-29675
"8906",97325,-29675
"8907",97335,-29675
"8908",97345,-29675
"8909",97355,-29675
"8910",97365,-29675
"8911",97375,-29675
"8912",97385,-29675
"8913",97395,-29675
"8914",97405,-29675
"8915",97415,-29675
"8916",97425,-29675
"8917",97435,-29675
"8918",97445,-29675
"8919",97455,-29675
"8920",97465,-29675
"8921",97475,-29675
"8922",97485,-29675
"8923",97495,-29675
"8924",97505,-29675
"8925",97515,-29675
"8926",97525,-29675
"8927",97535,-29675
"8928",97545,-29675
"8929",97555,-29675
"8930",97565,-29675
"8931",97575,-29675
"8932",97585,-29675
"8933",97595,-29675
"8934",97605,-29675
"8935",97615,-29675
"8936",97625,-29675
"8937",97635,-29675
"8938",97645,-29675
"8939",97655,-29675
"8940",97665,-29675
"8941",97675,-29675
"8942",97685,-29675
"8943",97695,-29675
"8944",97705,-29675
"8945",97715,-29675
"8946",97725,-29675
"8947",97735,-29675
"8948",97745,-29675
"8949",97755,-29675
"8950",97765,-29675
"8951",97775,-29675
"8952",97785,-29675
"8953",97795,-29675
"8954",97805,-29675
"8955",97815,-29675
"8956",97825,-29675
"8957",97835,-29675
"8958",97845,-29675
"8959",97855,-29675
"8960",97865,-29675
"8961",97875,-29675
"8962",97885,-29675
"8963",97895,-29675
"8964",97905,-29675
"8965",97915,-29675
"8966",97925,-29675
"8967",97935,-29675
"8968",97945,-29675
"8969",97955,-29675
"8970",97965,-29675
"8971",97975,-29675
"8972",97985,-29675
"8973",97995,-29675
"8974",98005,-29675
"8975",98015,-29675
"8976",98025,-29675
"8977",98035,-29675
"8978",98045,-29675
"8979",98055,-29675
"8980",98065,-29675
"8981",98075,-29675
"8982",98085,-29675
"8983",98095,-29675
"8984",98105,-29675
"8985",98115,-29675
"8986",98125,-29675
"8987",98135,-29675
"8988",98145,-29675
"8989",96015,-29665
"8990",96025,-29665
"8991",96035,-29665
"8992",96045,-29665
"8993",96055,-29665
"8994",96065,-29665
"8995",96075,-29665
"8996",96085,-29665
"8997",96095,-29665
"8998",96105,-29665
"8999",96115,-29665
"9000",96125,-29665
"9001",96135,-29665
"9002",96145,-29665
"9003",96155,-29665
"9004",96165,-29665
"9005",96175,-29665
"9006",96185,-29665
"9007",96195,-29665
"9008",96205,-29665
"9009",96215,-29665
"9010",96225,-29665
"9011",96235,-29665
"9012",96245,-29665
"9013",96255,-29665
"9014",96265,-29665
"9015",96275,-29665
"9016",96285,-29665
"9017",96295,-29665
"9018",96305,-29665
"9019",96315,-29665
"9020",96325,-29665
"9021",96335,-29665
"9022",96345,-29665
"9023",96355,-29665
"9024",96365,-29665
"9025",96375,-29665
"9026",96385,-29665
"9027",96395,-29665
"9028",96405,-29665
"9029",96415,-29665
"9030",96425,-29665
"9031",96435,-29665
"9032",96445,-29665
"9033",96455,-29665
"9034",96465,-29665
"9035",96475,-29665
"9036",96485,-29665
"9037",96495,-29665
"9038",96505,-29665
"9039",96515,-29665
"9040",96525,-29665
"9041",96535,-29665
"9042",96545,-29665
"9043",96555,-29665
"9044",96565,-29665
"9045",96575,-29665
"9046",96585,-29665
"9047",96595,-29665
"9048",96605,-29665
"9049",96615,-29665
"9050",96625,-29665
"9051",96635,-29665
"9052",96645,-29665
"9053",96655,-29665
"9054",96665,-29665
"9055",96675,-29665
"9056",96685,-29665
"9057",96695,-29665
"9058",96705,-29665
"9059",96715,-29665
"9060",96725,-29665
"9061",96735,-29665
"9062",96745,-29665
"9063",96755,-29665
"9064",96765,-29665
"9065",96775,-29665
"9066",96785,-29665
"9067",96795,-29665
"9068",96805,-29665
"9069",96815,-29665
"9070",96825,-29665
"9071",96835,-29665
"9072",96845,-29665
"9073",96855,-29665
"9074",96865,-29665
"9075",96875,-29665
"9076",96885,-29665
"9077",96895,-29665
"9078",96905,-29665
"9079",96915,-29665
"9080",96925,-29665
"9081",96935,-29665
"9082",96945,-29665
"9083",96955,-29665
"9084",96965,-29665
"9085",96975,-29665
"9086",96985,-29665
"9087",96995,-29665
"9088",97005,-29665
"9089",97015,-29665
"9090",97025,-29665
"9091",97035,-29665
"9092",97045,-29665
"9093",97055,-29665
"9094",97065,-29665
"9095",97075,-29665
"9096",97085,-29665
"9097",97095,-29665
"9098",97105,-29665
"9099",97115,-29665
"9100",97125,-29665
"9101",97135,-29665
"9102",97145,-29665
"9103",97155,-29665
"9104",97165,-29665
"9105",97175,-29665
"9106",97185,-29665
"9107",97195,-29665
"9108",97205,-29665
"9109",97215,-29665
"9110",97225,-29665
"9111",97235,-29665
"9112",97245,-29665
"9113",97255,-29665
"9114",97265,-29665
"9115",97275,-29665
"9116",97285,-29665
"9117",97295,-29665
"9118",97305,-29665
"9119",97315,-29665
"9120",97325,-29665
"9121",97335,-29665
"9122",97345,-29665
"9123",97355,-29665
"9124",97365,-29665
"9125",97375,-29665
"9126",97385,-29665
"9127",97395,-29665
"9128",97405,-29665
"9129",97415,-29665
"9130",97425,-29665
"9131",97435,-29665
"9132",97445,-29665
